rev_util,age,late_30_59,debt_ratio,monthly_inc,open_credit,late_90,real_estate,late_60_89,dependents,dlq_2yrs,total_late,financial_stress
0.0069995,38.0,0.0,0.30215034,5440.0,4.0,0.0,1.0,0.0,3.0,0,0.0,0.00211490130483
0.704591673,63.0,0.0,0.47144107,8000.0,9.0,0.0,1.0,0.0,0.0,0,0.0,0.3321734522322101
0.06311272,57.0,0.0,0.068586283,5000.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.004328666874819759
0.368396761,68.0,0.0,0.296272596,6250.0,16.0,0.0,2.0,0.0,0.0,0,0.0,0.10914586473946156
0.9999999,34.0,1.0,0.0,3500.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0
0.051799309,63.0,0.0,0.770687088,4700.0,16.0,0.0,1.0,0.0,1.0,0,0.0,0.03992105861362219
0.64873296,40.0,1.0,0.402060294,6600.0,10.0,0.0,2.0,0.0,3.0,0,1.0,0.2608297646250902
0.767270301,33.0,0.0,0.338389933,5800.0,10.0,0.0,0.0,0.0,3.0,0,0.0,0.2596365457482798
0.190110944,27.0,0.0,0.164604898,3960.0,6.0,0.0,0.0,0.0,1.0,0,0.0,0.03129319254580371
0.139988526,65.0,1.0,0.258397125,6400.0,6.0,0.0,1.0,0.0,0.0,0,1.0,0.03617263265138775
0.0,52.0,1.0,0.286716671,8265.0,8.0,0.0,1.0,0.0,2.0,0,1.0,0.0
0.569571738,37.0,0.0,0.27366216,5250.0,4.0,0.0,1.0,0.0,2.0,0,0.0,0.1558702320960341
0.086599033,51.0,0.0,0.359143922,8316.0,14.0,0.0,1.0,0.0,4.0,0,0.0,0.03110151635302743
0.818706415,56.0,0.0,0.47000279,10750.0,12.0,0.0,2.0,0.0,1.0,0,0.0,0.38479429924089786
0.135232153,51.0,0.0,0.467505241,6200.0,12.0,0.0,1.0,0.0,0.0,0,0.0,0.06322174027921387
0.015890302,59.0,0.0,0.253457757,6000.0,11.0,0.0,1.0,0.0,2.0,0,0.0,0.004027520302972614
0.111652246,37.0,1.0,0.297612438,1800.0,6.0,0.0,0.0,0.0,2.0,0,1.0,0.033229097140235746
0.000535196,39.0,0.0,0.054067298,6121.0,11.0,0.0,0.0,0.0,3.0,0,0.0,2.8936601620408e-05
0.223795661,70.0,1.0,0.497350265,10000.0,18.0,0.0,2.0,0.0,0.0,0,1.0,0.11130483130420017
0.039100799,48.0,0.0,0.266341707,8000.0,8.0,0.0,2.0,0.0,0.0,0,0.0,0.010414173550723892
0.080654744,67.0,0.0,0.52790626,3242.0,22.0,0.0,1.0,0.0,0.0,0,0.0,0.04257814425629744
0.032183202,40.0,1.0,0.086390127,8750.0,7.0,0.0,0.0,0.0,2.0,0,1.0,0.002780310908046654
0.063893611,30.0,0.0,0.329896907,2133.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.02107830464596118
0.9999999,47.0,0.0,0.262403031,11085.0,5.0,0.0,2.0,0.0,3.0,0,0.0,0.2624030047596969
0.064239635,38.0,0.0,0.33639399,9583.0,14.0,0.0,2.0,0.0,3.0,0,0.0,0.021609827133793648
0.451936578,31.0,0.0,1.02736266,4750.0,6.0,1.0,2.0,0.0,0.0,0,1.0,0.4643027649253775
0.750031328,38.0,0.0,0.392925228,4720.0,6.0,0.0,1.0,0.0,2.0,0,0.0,0.2947062305615428
0.368342403,70.0,0.0,0.189680635,10833.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0.0698674208984659
0.259730764,61.0,1.0,0.501488498,3694.0,11.0,0.0,3.0,0.0,0.0,0,1.0,0.13025199072275245
0.038249276,50.0,1.0,0.367148441,11000.0,9.0,0.0,2.0,0.0,0.0,0,1.0,0.014043162052778715
0.823120382,29.0,0.0,0.11786195,5200.0,5.0,1.0,0.0,0.0,2.0,0,1.0,0.0970145733072649
0.418740607,43.0,1.0,0.600093327,15000.0,15.0,0.0,3.0,0.0,1.0,0,1.0,0.2512834440046295
0.453175728,51.0,0.0,0.74185163,5000.0,16.0,0.0,3.0,0.0,0.0,0,0.0,0.3361891524932366
0.356532173,60.0,0.0,0.032900834,6473.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.011730205839532281
0.979594759,33.0,0.0,0.276295269,23083.0,9.0,0.0,2.0,0.0,1.0,0,0.0,0.27065739744889517
0.18805413,25.0,0.0,0.197520992,2500.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.037144638307296966
0.57088425,61.0,0.0,0.489952375,8608.0,31.0,0.0,1.0,0.0,1.0,0,0.0,0.27970609413759373
0.0,75.0,0.0,0.144868935,7171.0,7.0,0.0,1.0,0.0,0.0,0,0.0,0.0
0.004951131,79.0,0.0,0.007362967,3666.0,21.0,0.0,0.0,0.0,1.0,0,0.0,3.6455014165677e-05
0.104318372,49.0,0.0,0.160590678,6500.0,21.0,0.0,1.0,0.0,4.0,0,0.0,0.016752558087336215
0.26785797,37.0,0.0,0.647423479,2580.0,10.0,0.0,0.0,0.0,2.0,0,0.0,0.17341753881527763
0.0,53.0,1.0,0.66836987,12133.0,18.0,0.0,5.0,0.0,2.0,0,1.0,0.0
0.609745793,59.0,0.0,0.324813076,5750.0,7.0,0.0,1.0,0.0,2.0,0,0.0,0.19805340660238924
0.283355063,30.0,0.0,0.114295235,3000.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.032386133514024806
0.080445251,45.0,2.0,0.276247614,11000.0,8.0,0.0,2.0,0.0,1.0,0,2.0,0.022222808646381112
0.156354777,33.0,0.0,0.345971169,12000.0,10.0,0.0,2.0,0.0,1.0,0,0.0,0.054094244977424315
0.9999999,48.0,0.0,1.28468324,2493.0,11.0,0.0,3.0,0.0,0.0,0,0.0,1.284683111531676
0.069902736,35.0,0.0,0.433044637,1500.0,5.0,0.0,1.0,0.0,0.0,0,0.0,0.03027100493642683
0.018076952,54.0,0.0,0.354050279,5727.0,10.0,0.0,1.0,0.0,3.0,0,0.0,0.006400149899069609
0.880127864,49.0,0.0,0.470003315,6033.0,8.0,0.0,1.0,0.0,0.0,0,0.0,0.41366301370386915
0.056556099,48.0,0.0,0.322225925,3000.0,11.0,0.0,1.0,0.0,2.0,0,0.0,0.018223841314666575
0.0,48.0,0.0,0.515747375,6000.0,13.0,0.0,1.0,0.0,0.0,0,0.0,0.0
0.942611478,44.0,0.0,0.294194249,9214.0,5.0,1.0,2.0,0.0,1.0,0,1.0,0.27731087586899006
0.402796134,60.0,1.0,0.633948546,3575.0,14.0,0.0,1.0,0.0,0.0,0,1.0,0.2553520234837211
0.0,43.0,0.0,0.059518141,10500.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.274656716,43.0,1.0,0.142713624,17916.0,5.0,0.0,0.0,0.0,0.0,0,1.0,0.1819108792962988
0.157180582,46.0,0.0,0.421631531,12000.0,13.0,0.0,1.0,0.0,3.0,0,0.0,0.06627228943213105
0.044089907,62.0,0.0,0.097172984,11000.0,8.0,0.0,1.0,0.0,2.0,0,0.0,0.004284347827472488
0.0,34.0,0.0,0.231262598,5456.0,5.0,0.0,2.0,0.0,0.0,0,0.0,0.0
0.008449578,41.0,0.0,0.166574125,1800.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.0014074810619692498
0.120039531,59.0,3.0,0.525923016,5091.0,15.0,0.0,2.0,0.0,0.0,0,3.0,0.0631315521827455
0.50763602,53.0,1.0,0.388496357,9057.0,16.0,0.0,1.0,0.0,2.0,0,1.0,0.19721474445197915
0.0,57.0,0.0,0.129569644,2160.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.254266506,53.0,3.0,0.581944865,3300.0,6.0,0.0,1.0,1.0,0.0,0,4.0,0.14796908750819168
0.006720021,57.0,0.0,0.132703145,5500.0,5.0,0.0,1.0,0.0,0.0,0,0.0,0.0008917679211660449
0.0,83.0,0.0,0.0,2940.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.203796204,31.0,0.0,0.003806844,24166.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0007758203564201761
0.114177165,30.0,0.0,0.04181058,5500.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0047738134914057
0.003151324,45.0,0.0,0.411409142,5293.0,9.0,0.0,1.0,0.0,2.0,0,0.0,0.001296483503004008
0.078375764,60.0,0.0,0.031770718,4500.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.002490054296078552
0.315068493,47.0,1.0,0.710822294,4000.0,11.0,0.0,2.0,0.0,3.0,0,1.0,0.22395770896138292
0.017271942,55.0,0.0,0.305538892,5000.0,10.0,0.0,1.0,0.0,1.0,0,0.0,0.005277250021368264
0.056689342,35.0,0.0,0.098693759,6200.0,6.0,0.0,0.0,0.0,2.0,0,0.0,0.005594884257216578
0.3279304,49.0,5.0,1.288781933,2700.0,9.0,0.0,2.0,2.0,3.0,0,7.0,0.42263077480146327
0.005420849,44.0,0.0,0.160911878,7500.0,10.0,0.0,1.0,0.0,3.0,0,0.0,0.0008722789929444221
0.691237478,39.0,2.0,0.289852588,5833.0,16.0,0.0,0.0,0.0,1.0,0,2.0,0.20035697192089308
0.271843753,42.0,2.0,0.671541057,8000.0,13.0,0.0,2.0,0.0,2.0,0,2.0,0.18255424122846695
0.012196321,38.0,0.0,0.069912609,800.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0008526766213114889
0.192419132,53.0,0.0,0.348739029,9000.0,13.0,0.0,1.0,0.0,0.0,0,0.0,0.06710406125470282
0.001165252,78.0,0.0,0.104097236,5100.0,8.0,0.0,0.0,0.0,1.0,0,0.0,0.000121299512443472
0.042891325,73.0,0.0,0.013594562,2500.0,4.0,0.0,0.0,0.0,1.0,0,0.0,0.00058308877697465
0.147123525,41.0,0.0,0.436025621,6400.0,5.0,0.0,1.0,0.0,2.0,0,0.0,0.06414962635183402
0.016898322,75.0,0.0,0.079533768,5833.0,8.0,0.0,1.0,0.0,0.0,0,0.0,0.0013439872215372961
0.123988581,49.0,0.0,0.093913337,5930.0,8.0,0.0,0.0,0.0,1.0,0,0.0,0.011644181391604797
0.055342454,54.0,0.0,0.442364611,12500.0,9.0,0.0,2.0,0.0,1.0,0,0.0,0.024481543135495394
0.144741409,44.0,0.0,0.378334017,7310.0,9.0,0.0,1.0,0.0,1.0,0,0.0,0.05476059869320995
0.583340569,43.0,0.0,0.273552587,5837.0,8.0,0.0,2.0,0.0,0.0,0,0.0,0.159574321752002
0.025173804,40.0,0.0,37.5,1.0,13.0,0.0,0.0,0.0,3.0,0,0.0,0.94401765
0.131736527,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.131736527
0.322154247,54.0,0.0,0.409646515,3026.0,12.0,0.0,1.0,0.0,0.0,0,0.0,0.1319693645759992
0.0,45.0,0.0,0.034640383,14000.0,3.0,0.0,0.0,0.0,1.0,0,0.0,0.0
0.96312375,45.0,0.0,1.83277522,14333.0,9.0,0.0,3.0,0.0,0.0,0,0.0,1.7651893427934748
0.095000066,42.0,0.0,0.433298862,2900.0,9.0,0.0,0.0,0.0,2.0,0,0.0,0.04116342048772489
0.235418586,57.0,0.0,0.626126126,2885.0,7.0,0.0,1.0,0.0,1.0,0,0.0,0.14740172724057785
0.767510197,46.0,0.0,0.410051107,5869.0,10.0,0.0,2.0,0.0,3.0,0,0.0,0.3147184059136381
0.113630822,29.0,1.0,0.075569772,2500.0,3.0,0.0,0.0,0.0,0.0,0,1.0,0.008587055310712584
0.055663574,56.0,0.0,0.22747007,7600.0,6.0,0.0,1.0,0.0,2.0,0,0.0,0.01266179707423018
0.230727946,43.0,0.0,0.264298856,12500.0,15.0,0.0,2.0,0.0,0.0,0,0.0,0.06098113217502978
0.133671007,70.0,0.0,0.197512667,10854.0,8.0,0.0,1.0,0.0,0.0,0,0.0,0.02640171709314567
0.107166972,39.0,0.0,0.988032909,2673.0,8.0,0.0,1.0,0.0,0.0,0,0.0,0.10588449509388154
0.028918137,44.0,0.0,0.23964004,9000.0,5.0,0.0,1.0,0.0,0.0,0,0.0,0.00692994350740548
0.737052589,38.0,2.0,0.262703919,5332.0,8.0,0.0,1.0,0.0,0.0,0,2.0,0.1936266036393963
0.073930923,59.0,0.0,0.012589928,7783.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.000930784997543544
0.850282951,64.0,0.0,0.249908077,8158.0,8.0,0.0,2.0,0.0,0.0,0,0.0,0.2124925771902952
0.0,46.0,0.0,0.11776277,15250.0,10.0,0.0,1.0,0.0,1.0,0,0.0,0.0
0.019855725,31.0,0.0,0.106094808,3100.0,6.0,0.0,0.0,0.0,1.0,0,0.0,0.0021065893315758
0.921026325,61.0,0.0,1.151241535,3100.0,14.0,0.0,3.0,0.0,0.0,0,0.0,1.060323760168409
0.198377736,62.0,0.0,1189.0,0.0,3.0,0.0,1.0,0.0,0.0,0,0.0,235.871128104
0.02076839,79.0,0.0,0.006234414,2405.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.00012947874137346
0.174614635,52.0,0.0,0.471241591,19176.0,13.0,0.0,6.0,0.0,0.0,0,0.0,0.08228567840928429
0.942624212,64.0,1.0,0.044878916,4500.0,4.0,0.0,0.0,0.0,1.0,0,1.0,0.04230395282991419
0.585562134,36.0,3.0,0.338885112,8825.0,8.0,0.0,2.0,0.0,0.0,0,3.0,0.19843828936354901
0.039514958,29.0,0.0,0.086844736,7000.0,6.0,1.0,0.0,0.0,0.0,0,1.0,0.0034316660955610884
0.297683767,59.0,0.0,2.7995152,9900.0,13.0,0.0,2.0,0.0,2.0,0,0.0,0.8333702305097584
0.0,61.0,0.0,0.185735513,1345.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.025747811,52.0,0.0,0.223320659,3944.0,10.0,0.0,1.0,0.0,0.0,0,0.0,0.0057500181203274485
0.023732938,80.0,0.0,0.016566695,3500.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.00039317634529990994
0.643938342,30.0,0.0,559.0,0.0,6.0,0.0,0.0,0.0,2.0,0,0.0,359.961533178
